age,avg_order_value,total_orders,last_purchase,is_fraudulent,email_open_rate,loyalty_score,churn_risk,tenure_days,gender_encoded,country_encoded,category_encoded
58,39.91,7,281,0,1.3,11,0.21,856,1,0,3
25,166.67,5,190,0,93.8,43,0.21,61,1,5,1
54,102.43,8,173,0,3.8,98,0.81,1707,1,8,0
68,165.09,12,80,0,95.8,69,0.33,1517,0,6,4
27,194.66,10,171,0,96.9,37,0.33,1194,1,6,0
60,93.19,12,163,0,52.7,25,0.27,138,1,8,1
74,161.21,6,296,0,33.2,88,0.11,1797,0,1,4
32,87.72,5,110,0,18.5,24,0.06,136,1,7,0
55,68.56,6,206,0,16.2,34,0.32,1528,1,9,0
32,142.87,9,337,0,23.8,82,0.15,762,0,3,1
22,93.19,10,69,0,47.6,12,0.2,1345,0,9,4
46,107.54,10,97,0,74.3,42,0.46,1814,0,1,4
36,34.59,10,4,1,39.9,79,0.37,232,1,5,0
71,89.35,7,184,0,50.95,12,0.37,354,0,5,3
68,239.41,8,203,0,56.5,29,0.36,1397,0,2,1
27,244.06,9,11,0,1.9,93,0.46,1530,1,9,1
29,182.62,17,238,0,13.2,20,0.2,1232,1,9,2
71,159.44,7,330,0,57.2,79,0.27,1403,1,3,4
21,106.62,7,279,0,16.1,3,0.3,1687,1,5,4
48,59.02,8,114,0,60.8,80,0.72,777,0,0,2
35,132.35,7,209,0,50.95,61,0.24,555,0,9,0
33,60.2,6,318,0,69.0,83,0.19,679,1,3,0
57,27.79,8,132,0,29.1,71,0.09,1593,1,8,1
53,398.16,10,222,0,82.2,22,0.32,520,1,4,0
42,122.13,13,344,0,38.9,79,0.4,1485,0,8,3
40,234.83,10,180,0,79.7,73,0.1,235,1,3,3
29,70.27,12,27,1,1.9,17,0.29,565,0,0,3
51,233.86,14,192,0,39.3,97,0.14,518,1,2,2
53,90.38,4,300,0,22.0,2,0.27,103,0,5,3
54,137.6,10,255,0,44.4,7,0.19,259,0,2,2
20,63.31,11,110,0,94.7,95,0.41,423,1,2,1
26,44.8,11,193,0,15.9,14,0.25,1324,0,3,1
78,125.43,12,123,0,8.8,4,0.51,1364,2,5,3
70,343.49,9,90,0,5.8,45,0.3,286,1,6,2
35,231.03,9,135,0,12.3,63,0.12,623,0,4,3
60,77.87,12,282,0,6.2,10,0.75,676,1,9,0
52,62.58,7,228,0,68.5,45,0.23,365,0,2,2
79,128.3,11,144,0,11.7,86,0.13,1677,1,8,2
74,242.07,10,241,0,19.7,88,0.26,1171,2,6,2
72,93.19,11,30,0,64.6,44,0.22,958,0,6,2
51,122.11,10,260,0,44.6,55,0.48,1778,0,0,0
58,93.79,6,59,0,5.5,18,0.39,33,0,2,3
31,82.46,12,88,0,97.1,11,0.22,747,0,2,1
21,114.9,4,100,0,60.0,54,0.31,254,1,7,4
46,107.61,8,297,0,61.4,1,0.49,1231,0,3,4
58,86.23,9,278,0,85.3,53,0.32,352,2,0,2
62,43.96,11,120,0,90.9,96,0.43,263,0,6,2
67,216.95,16,242,0,5.7,80,0.18,87,2,6,1
32,211.83,13,364,0,6.8,78,0.22,157,0,7,4
45,32.94,16,76,0,77.7,33,0.35,897,0,9,2
59,83.14,11,272,0,69.6,7,0.36,697,0,1,0
33,40.08,8,57,0,21.7,83,0.29,1697,1,8,4
29,97.17,14,246,0,32.1,25,0.44,32,1,1,0
69,73.61,10,95,0,61.1,69,0.44,845,1,2,1
22,157.46,14,44,0,78.9,49,0.31,388,0,5,1
51,53.61,5,290,0,60.3,74,0.33,104,1,0,4
59,184.22,5,257,0,79.2,4,0.31,133,1,2,3
18,82.14,9,302,0,22.9,24,0.09,117,2,9,4
56,100.87,10,258,0,33.1,46,0.14,391,1,1,0
49,51.17,12,245,0,10.2,70,0.22,849,0,2,3
43,49.47,14,239,0,98.5,12,0.28,1129,1,8,0
34,93.19,12,127,0,80.9,62,0.37,149,1,6,0
65,169.99,8,201,0,71.6,84,0.17,422,0,3,0
76,39.61,15,275,0,19.5,90,0.21,384,0,4,2
44,51.68,7,206,0,69.9,76,0.42,1391,0,2,3
41,89.76,9,39,0,86.2,62,0.37,308,1,9,2
52,41.7,8,364,0,81.0,97,0.83,210,0,0,2
63,153.5,10,320,0,75.5,62,0.16,1015,1,5,0
59,122.62,9,345,0,38.7,76,0.18,1039,1,8,1
71,73.37,10,318,0,76.7,58,0.12,301,1,7,4
56,183.71,11,55,0,48.5,38,0.42,388,1,9,1
43,40.38,8,159,0,40.5,68,0.13,452,1,1,0
66,37.24,11,321,0,96.5,17,0.2,1630,1,3,4
79,125.27,12,95,0,14.7,10,0.12,629,2,1,4
55,40.36,8,115,0,50.95,83,0.58,1006,1,6,0
40,67.09,11,211,0,32.2,43,0.15,110,1,3,2
39,367.38,11,86,0,51.6,33,0.7,1425,1,1,4
21,118.74,5,306,0,36.3,37,0.43,890,0,0,4
66,107.25,12,267,0,50.3,28,0.18,435,1,1,4
76,526.84,8,43,0,81.8,46,0.05,1032,0,8,4
26,253.08,9,82,0,18.3,2,0.48,1337,2,8,3
21,88.65,20,210,0,75.5,46,0.64,589,1,4,2
24,143.66,15,345,0,44.6,38,0.28,512,0,1,3
40,58.42,9,8,0,93.5,38,0.45,1326,1,0,3
19,90.87,13,156,0,54.7,21,0.36,278,0,0,0
66,147.07,10,347,0,4.1,23,0.24,930,1,2,2
41,64.69,9,188,0,91.0,33,0.2,1232,1,5,1
57,48.46,8,319,0,92.4,90,0.32,1065,1,3,2
72,168.95,10,130,0,18.0,43,0.21,244,0,9,1
79,98.4,7,214,0,97.3,94,0.3,833,1,7,4
48,63.62,12,114,0,44.6,68,0.43,365,1,3,1
64,111.87,7,122,0,91.4,70,0.18,357,0,3,1
48,56.06,9,357,0,36.4,98,0.34,1507,0,6,1
64,97.52,10,332,0,2.3,64,0.24,1480,0,3,4
57,106.36,13,318,0,79.5,84,0.55,1330,1,6,4
65,36.81,12,363,0,88.6,64,0.55,531,0,2,3
68,222.59,12,191,0,16.3,37,0.2,456,0,5,1
60,93.19,13,147,0,55.4,79,0.15,1564,1,0,2
51,166.06,9,27,0,83.2,23,0.13,632,0,4,0
72,51.57,13,123,0,46.2,73,0.25,1743,1,0,3
41,156.54,12,76,0,78.8,34,0.22,1264,2,1,1
66,127.9,11,74,0,63.8,34,0.13,1308,1,7,3
77,58.95,6,357,0,72.1,27,0.46,1805,0,5,1
43,44.69,10,185,0,91.9,80,0.53,1432,1,5,1
33,116.95,9,38,0,41.7,4,0.38,1015,2,2,3
74,101.62,8,233,1,77.1,92,0.17,1763,1,7,1
64,71.69,12,247,0,71.3,81,0.13,416,2,1,1
30,230.03,8,328,0,43.9,76,0.28,59,2,1,0
32,105.5,7,130,0,38.1,69,0.06,196,1,4,2
44,89.64,8,4,0,88.1,99,0.27,1023,0,9,4
21,63.36,8,347,0,20.5,94,0.14,1400,2,0,0
33,230.17,10,258,0,31.9,63,0.18,156,1,3,4
47,189.35,13,244,0,97.4,78,0.18,469,1,7,4
61,49.79,13,349,0,27.7,14,0.14,1143,0,1,2
47,135.23,14,77,0,87.2,66,0.46,455,1,1,0
53,130.18,5,335,0,37.1,28,0.59,931,1,9,1
20,133.81,13,114,0,55.1,21,0.07,326,1,5,2
39,114.4,12,3,0,39.8,79,0.19,693,1,1,1
66,21.75,13,130,0,22.1,87,0.19,559,1,4,1
39,73.83,9,226,0,69.1,10,0.52,1652,1,1,1
67,141.49,11,127,0,96.7,26,0.26,218,0,1,1
74,85.46,9,8,0,89.3,35,0.47,565,0,9,0
67,28.74,8,323,0,98.5,34,0.53,1020,1,4,4
72,143.3,8,117,0,69.1,2,0.24,1169,0,8,4
77,104.58,10,343,0,3.4,95,0.35,442,0,6,0
66,131.35,6,187,0,55.4,43,0.33,1559,2,9,4
29,93.19,6,138,0,50.95,44,0.25,1780,1,5,2
72,120.81,12,124,0,12.0,44,0.31,489,1,5,1
38,238.56,9,222,0,82.8,43,0.35,1436,2,7,1
73,153.63,11,327,0,73.0,52,0.04,1841,2,9,1
21,304.66,8,305,0,44.8,5,0.27,1363,0,2,3
48,115.36,14,258,0,29.2,19,0.18,361,0,9,2
61,62.89,15,66,0,22.2,30,0.12,275,1,8,3
48,102.57,12,84,0,96.4,49,0.28,1604,0,1,0
75,103.8,12,61,0,80.2,63,0.16,180,1,9,3
40,55.78,11,13,0,69.3,81,0.29,1147,1,2,4
71,71.46,14,121,0,94.8,29,0.17,925,0,3,4
70,93.19,9,278,0,20.4,76,0.33,1687,1,2,2
37,143.79,12,122,0,85.8,72,0.59,384,0,5,3
32,173.19,9,76,0,58.3,79,0.06,186,2,8,3
40,73.58,11,271,0,93.3,53,0.78,1285,1,1,1
45,269.05,12,145,0,66.1,98,0.16,403,2,2,2
33,69.2,10,268,0,74.2,28,0.42,1125,2,8,1
54,18.73,11,55,0,22.2,85,0.1,500,0,3,2
38,253.43,17,217,0,34.5,53,0.66,295,1,4,2
32,29.71,13,172,0,30.2,17,0.1,382,1,4,3
34,208.73,9,39,0,69.4,82,0.66,1648,1,4,1
67,126.58,12,358,0,41.1,24,0.51,518,1,3,0
54,180.0,14,158,0,86.0,88,0.5,1498,1,1,1
30,359.85,9,359,0,21.3,76,0.21,1098,2,6,0
36,32.53,13,31,0,79.6,65,0.34,1550,1,6,4
47,118.52,8,247,0,81.3,36,0.22,1609,0,8,2
62,123.97,13,128,0,62.8,32,0.19,1367,1,4,1
35,57.07,5,290,0,14.8,69,0.34,1039,0,5,2
31,95.94,8,35,0,32.7,26,0.07,1485,2,1,1
79,119.44,6,347,0,39.8,56,0.1,569,1,6,4
53,55.2,9,65,0,46.5,67,0.36,1325,1,9,1
53,18.69,12,284,0,73.7,33,0.08,74,0,7,4
37,123.51,13,156,0,33.8,39,0.28,97,0,0,2
69,16.34,6,42,0,1.8,84,0.48,1295,0,3,3
36,40.05,10,274,0,86.6,58,0.28,261,1,3,0
62,125.22,15,120,0,43.2,12,0.12,1523,1,6,2
61,137.66,13,191,0,28.3,84,0.37,171,2,3,3
24,226.74,11,353,0,50.95,81,0.33,477,2,4,2
74,135.01,7,30,0,87.9,43,0.21,1386,0,0,2
61,186.14,8,356,0,50.95,72,0.15,348,0,5,1
70,71.07,12,18,0,35.4,13,0.27,1336,0,9,4
21,141.45,8,284,0,23.1,73,0.66,240,1,8,4
76,37.56,11,72,0,71.3,83,0.32,765,1,0,1
51,102.64,10,75,0,5.7,90,0.28,1142,1,5,1
19,120.9,7,187,0,39.1,5,0.41,924,0,3,2
22,184.5,9,178,0,75.9,45,0.29,1008,1,6,4
72,29.5,9,337,0,58.5,89,0.29,153,1,2,2
27,124.32,6,305,0,73.4,5,0.37,833,0,8,3
49,55.1,14,136,0,57.3,23,0.26,1125,0,1,3
59,81.61,6,161,0,24.0,35,0.38,609,0,7,1
58,88.37,13,289,0,48.3,96,0.25,202,2,6,4
30,283.57,10,46,0,77.3,54,0.32,1324,1,3,3
56,134.16,13,23,0,23.0,49,0.41,1365,0,6,4
22,85.44,4,335,0,96.3,70,0.25,1791,0,4,4
75,68.13,9,283,0,20.3,78,0.12,1765,0,3,0
27,56.45,15,173,0,1.4,93,0.06,1802,1,6,3
27,60.73,11,306,0,77.8,37,0.46,1328,1,0,3
55,139.02,9,261,0,92.8,22,0.47,1533,0,0,2
44,65.63,3,229,0,24.7,84,0.3,1619,0,9,2
77,18.03,13,190,0,15.5,8,0.6,919,0,9,4
68,31.24,10,117,0,22.4,91,0.25,1132,0,8,1
38,113.19,5,52,0,62.8,57,0.44,1438,0,6,2
25,35.24,7,191,0,57.9,71,0.56,697,0,9,2
18,57.56,12,59,0,50.95,60,0.23,1626,0,4,4
45,149.34,12,10,0,0.8,55,0.56,1797,1,5,3
66,93.21,3,259,0,15.7,34,0.19,255,0,9,2
56,34.87,14,269,0,24.3,41,0.52,1601,0,6,1
31,172.89,8,140,0,69.7,28,0.28,434,1,0,4
38,119.08,11,142,0,60.9,31,0.64,469,1,7,3
47,29.09,9,112,0,62.4,21,0.37,1395,1,2,0
38,23.68,14,263,0,57.1,74,0.13,1062,2,1,1
66,182.37,14,343,0,74.5,51,0.06,1239,1,9,3
26,67.73,7,10,0,94.2,36,0.57,598,0,1,4
34,67.6,12,98,0,67.4,77,0.21,1602,1,2,0
22,70.41,13,22,0,74.5,26,0.64,1333,1,8,1
75,97.73,17,238,0,50.95,98,0.51,184,0,0,2
74,42.45,7,108,0,79.8,19,0.05,1233,1,0,2
79,105.95,13,262,0,94.3,6,0.31,1179,0,2,1
48,32.35,5,324,0,60.5,48,0.1,215,0,6,2
69,163.27,8,159,0,18.1,15,0.15,1178,0,1,4
78,54.24,6,219,0,77.0,49,0.37,960,1,1,1
57,92.75,11,171,0,65.1,18,0.25,1415,0,2,1
55,48.37,13,93,0,93.4,84,0.08,1444,0,1,2
60,157.37,8,121,0,27.2,65,0.34,1821,0,6,1
36,45.11,4,299,0,97.0,22,0.4,1480,0,0,0
53,74.45,9,196,0,55.2,60,0.46,1005,0,8,1
67,132.27,8,50,0,50.95,36,0.17,1405,2,4,2
50,101.7,9,316,0,78.4,82,0.5,1736,0,0,2
30,22.69,8,306,0,86.6,10,0.33,906,1,5,2
31,113.36,13,19,0,32.4,20,0.18,1443,1,5,2
73,134.67,12,29,0,21.9,70,0.14,302,1,0,4
50,57.35,11,299,0,62.4,61,0.28,1315,1,6,2
79,143.75,8,85,0,37.4,59,0.33,289,1,4,0
46,25.26,13,229,0,98.6,22,0.27,261,1,8,1
60,27.08,12,156,0,49.5,68,0.24,1606,0,1,3
66,60.66,8,180,0,11.0,4,0.41,933,1,5,3
53,62.27,9,111,0,49.9,83,0.51,917,0,5,4
75,140.68,14,138,0,53.5,29,0.18,674,1,5,3
61,26.41,10,9,0,0.5,58,0.03,756,1,3,2
27,79.33,7,290,0,24.5,58,0.21,360,1,6,3
48,145.14,8,237,0,0.1,54,0.19,1362,1,0,0
23,52.46,9,131,0,56.1,28,0.16,1698,0,4,2
74,200.85,5,329,0,29.2,77,0.38,1667,0,0,3
18,108.94,8,184,0,17.3,39,0.06,221,1,3,2
24,42.66,10,294,0,83.9,57,0.31,150,0,5,4
75,194.08,9,207,0,3.0,64,0.36,753,0,2,0
44,129.59,10,249,0,69.2,92,0.37,822,0,3,1
38,128.28,5,349,0,57.3,30,0.15,1804,0,6,2
45,110.13,8,322,0,77.2,86,0.25,1490,0,8,0
33,56.89,9,88,0,13.2,50,0.52,1657,0,1,4
73,145.11,9,357,0,87.2,54,0.54,1409,0,7,4
63,36.83,10,361,0,32.2,23,0.18,341,1,4,0
40,33.9,7,35,0,0.9,18,0.17,293,1,3,3
69,87.84,11,3,0,65.7,81,0.43,401,2,8,0
37,70.14,8,233,0,85.9,54,0.11,1084,0,7,3
55,139.79,12,329,0,35.4,95,0.14,811,0,8,3
71,92.67,6,268,0,52.8,28,0.15,368,0,0,0
42,136.48,17,69,0,41.2,8,0.25,1524,1,0,4
45,119.82,9,6,0,4.2,32,0.48,417,0,5,1
22,65.21,10,155,0,75.3,6,0.47,671,0,9,1
73,64.18,9,292,0,94.1,72,0.59,1000,1,1,0
38,154.08,11,285,0,42.0,86,0.11,401,0,6,2
35,42.81,18,359,0,14.4,40,0.2,896,0,6,0
64,112.85,9,73,0,50.5,51,0.37,1173,1,5,1
23,87.75,11,11,0,90.5,47,0.62,1718,0,0,0
74,99.98,9,336,0,60.6,95,0.35,411,1,5,4
46,93.79,10,111,0,21.2,70,0.24,56,0,2,1
36,155.9,14,29,0,55.3,68,0.15,880,1,3,1
50,61.85,8,35,0,32.7,7,0.36,34,0,3,1
18,58.62,9,343,0,2.4,98,0.07,288,0,4,4
62,86.54,4,229,0,91.4,27,0.07,280,1,0,1
20,86.08,11,276,0,79.4,66,0.28,454,2,9,2
59,72.4,11,105,0,92.4,54,0.45,1674,2,2,1
38,99.52,16,287,0,68.3,14,0.43,1645,1,2,0
52,82.1,9,249,0,45.0,93,0.08,347,1,0,2
58,97.44,8,62,0,49.3,22,0.18,533,2,3,3
57,365.38,10,43,0,20.5,69,0.25,120,2,7,1
20,73.87,10,148,0,38.6,56,0.21,1100,1,3,3
42,137.2,5,45,0,16.4,82,0.64,1470,1,4,3
62,87.27,10,174,0,47.3,60,0.57,1840,1,4,4
55,118.01,15,153,0,64.6,51,0.37,388,2,0,0
62,219.73,17,260,0,25.7,16,0.19,1726,1,1,0
72,107.18,11,132,0,94.4,6,0.45,293,0,1,3
37,55.77,11,286,0,64.7,1,0.27,249,0,9,4
69,174.38,16,155,0,22.0,12,0.28,163,1,1,2
61,69.28,9,332,0,16.7,24,0.1,616,0,8,1
62,71.53,7,240,0,17.0,75,0.57,33,1,8,2
51,186.26,5,330,0,97.4,43,0.07,1555,0,6,1
38,135.31,5,126,0,23.7,34,0.4,1207,1,8,3
73,102.71,10,192,0,16.8,93,0.2,625,0,7,4
72,159.37,9,268,0,16.4,96,0.21,28,0,7,4
65,37.18,16,121,0,34.4,57,0.28,204,1,7,0
40,100.26,7,145,0,61.5,21,0.28,1665,1,8,0
23,36.42,8,151,0,7.9,40,0.3,1216,1,9,2
68,229.17,10,156,0,15.9,33,0.07,1422,1,3,0
70,88.24,7,155,0,97.6,33,0.66,1746,0,0,1
30,93.19,11,101,0,61.8,28,0.31,1407,0,5,4
66,54.4,6,339,0,14.0,65,0.15,1587,0,6,4
40,72.33,8,251,0,55.0,76,0.2,1114,0,4,3
26,51.02,6,266,0,24.1,46,0.05,414,0,2,3
34,55.66,9,306,0,50.95,33,0.1,580,0,4,2
78,37.39,11,58,0,38.9,69,0.31,127,1,6,3
19,125.11,11,339,0,14.2,66,0.36,1230,1,4,1
36,44.56,7,104,0,61.3,36,0.26,1682,1,3,0
36,141.31,8,268,0,13.7,88,0.48,752,0,4,0
73,245.71,7,46,0,51.8,54,0.09,157,1,4,2
24,100.82,13,87,0,85.2,50,0.19,704,1,3,0
71,63.76,10,170,0,34.6,51,0.09,20,1,3,4
59,112.82,9,151,0,50.95,52,0.47,378,0,8,0
59,45.95,10,175,0,10.8,21,0.15,1245,1,3,3
76,82.44,6,318,0,64.6,30,0.41,894,1,5,4
37,63.68,12,144,0,11.2,15,0.08,803,1,1,3
26,84.16,17,324,0,32.7,9,0.22,1635,1,5,3
34,257.38,6,309,0,84.1,32,0.46,1461,0,4,2
44,62.4,11,221,0,15.0,72,0.1,1056,1,5,2
64,121.85,12,14,0,84.0,23,0.66,1793,1,6,4
19,169.5,6,137,0,63.1,27,0.31,1589,0,0,0
79,85.61,7,249,0,14.1,42,0.44,223,1,1,1
53,132.86,7,149,0,16.8,8,0.08,611,1,0,0
36,88.31,7,350,0,66.3,93,0.4,1701,0,2,4
34,206.14,7,268,0,72.9,11,0.06,581,1,5,1
22,87.24,9,80,0,65.6,21,0.3,845,1,0,3
56,143.52,10,64,0,71.4,44,0.14,538,1,3,3
35,48.19,16,141,0,36.2,39,0.34,1024,0,9,1
70,36.64,12,299,0,0.1,94,0.52,521,0,9,3
71,165.24,13,246,0,52.9,33,0.08,1706,0,3,0
76,124.33,6,192,0,59.5,67,0.47,1385,0,0,2
24,75.98,10,282,0,68.8,55,0.11,1003,1,4,0
34,44.92,14,253,0,23.1,13,0.31,528,1,3,3
56,193.02,12,172,0,50.95,36,0.24,210,0,1,2
53,93.19,11,312,0,83.0,87,0.17,1332,2,7,0
57,76.95,12,277,0,84.1,26,0.11,843,1,6,3
62,150.06,10,289,0,98.8,74,0.29,930,0,4,0
21,64.38,8,305,0,34.0,38,0.19,1796,1,1,3
55,83.67,13,309,0,5.9,23,0.2,1688,1,0,4
42,30.6,9,185,0,47.6,8,0.41,403,1,4,1
22,98.56,8,355,0,48.0,14,0.45,754,1,4,3
47,317.57,12,223,0,3.7,24,0.04,1763,0,0,0
29,92.15,15,61,0,57.5,82,0.25,1422,0,3,3
21,119.84,11,83,0,26.1,40,0.43,534,1,0,3
41,129.33,13,26,0,11.9,25,0.22,1251,1,5,0
46,26.05,6,319,0,60.5,84,0.07,1149,0,5,0
26,81.86,9,130,0,28.2,25,0.61,1337,1,6,2
21,20.54,17,126,0,56.2,17,0.23,1402,0,9,3
68,61.6,12,10,0,1.5,4,0.15,354,1,8,4
41,66.53,5,279,0,36.6,85,0.25,625,0,6,1
31,100.77,5,284,0,86.5,84,0.08,63,1,6,3
22,21.62,7,196,0,65.0,81,0.45,190,1,7,0
35,252.38,13,224,0,86.8,99,0.15,1797,1,8,2
59,127.74,15,263,0,74.0,41,0.33,116,1,9,3
74,15.72,12,274,0,72.0,60,0.46,1305,1,4,4
36,33.54,7,67,0,87.0,87,0.27,720,0,8,0
29,70.82,9,232,0,2.0,85,0.18,1037,1,7,4
35,154.57,13,98,0,42.0,43,0.2,1678,1,2,4
34,75.03,10,221,0,96.0,54,0.31,188,0,6,1
47,166.29,9,123,0,17.7,52,0.34,1256,0,0,1
41,206.09,10,303,0,65.4,21,0.23,1477,2,6,3
28,70.98,10,101,0,79.0,24,0.36,497,0,3,1
52,35.51,7,319,0,93.4,37,0.59,1081,0,7,3
40,32.99,6,263,0,87.2,82,0.07,913,0,6,3
34,54.1,11,364,0,67.7,44,0.15,1816,2,6,0
18,189.48,7,229,0,71.1,83,0.13,294,0,8,0
32,67.57,14,122,0,34.3,5,0.43,951,1,8,2
49,89.67,10,226,0,22.4,61,0.12,507,1,0,1
77,235.59,11,227,0,95.9,44,0.29,1104,1,1,2
26,122.06,12,152,0,97.6,91,0.33,898,0,3,4
32,28.53,9,308,0,42.5,6,0.16,655,0,0,3
45,138.49,16,304,0,41.1,78,0.67,988,0,2,3
41,39.31,10,327,0,45.2,3,0.04,916,1,3,0
77,93.19,16,148,0,46.1,65,0.33,1151,0,8,4
78,78.29,5,306,0,84.2,31,0.15,577,0,6,3
52,111.84,9,8,0,43.1,55,0.16,37,1,4,3
39,76.76,10,319,0,88.2,45,0.02,1229,0,6,4
44,180.06,5,223,0,69.5,74,0.18,68,1,9,4
36,65.12,15,22,0,96.5,55,0.08,753,0,0,3
62,98.6,8,191,0,67.5,60,0.23,665,0,3,4
29,91.99,10,226,0,50.95,31,0.57,545,0,4,1
37,59.63,12,53,0,91.8,81,0.19,1234,0,9,4
18,70.72,8,91,0,23.0,39,0.27,1827,0,2,2
38,128.49,6,14,0,96.5,48,0.46,987,0,6,2
66,302.3,13,307,0,4.3,80,0.1,1092,1,1,3
62,93.19,7,178,0,64.1,27,0.3,526,0,7,3
18,118.71,13,3,0,1.8,16,0.25,1700,1,9,0
27,14.31,8,100,0,20.4,52,0.35,834,1,6,4
64,111.08,5,129,0,46.4,4,0.41,618,0,6,2
76,93.19,11,6,0,15.8,42,0.28,327,0,3,0
76,240.3,6,183,0,98.9,91,0.03,1188,1,3,3
49,67.91,10,330,0,77.3,54,0.06,592,1,1,1
79,311.27,23,331,0,85.1,9,0.41,1726,1,9,4
56,180.36,8,34,1,50.95,25,0.18,1382,1,8,0
77,77.88,10,231,0,67.5,88,0.2,232,1,3,1
39,63.72,11,153,0,26.7,58,0.3,1741,0,7,3
35,57.2,9,63,0,75.7,92,0.08,1430,1,6,2
65,52.77,10,246,0,58.4,18,0.59,1098,0,6,0
63,134.05,9,55,0,26.7,44,0.5,1190,1,2,0
49,58.28,7,228,0,36.7,90,0.37,1554,2,2,3
44,24.74,13,310,0,60.8,74,0.14,1091,1,1,3
45,56.84,10,252,0,39.5,49,0.46,805,1,9,2
35,65.04,19,292,0,23.5,44,0.18,1070,1,5,2
76,201.18,11,51,0,43.0,98,0.11,1494,0,4,2
56,99.78,10,14,0,23.4,75,0.5,1038,0,3,1
66,32.02,4,341,0,87.5,78,0.49,122,1,9,1
46,39.03,10,339,0,69.4,38,0.24,794,1,6,3
35,81.61,8,362,0,37.7,65,0.37,781,1,0,0
61,407.34,11,179,0,94.5,81,0.41,451,0,2,1
25,54.1,6,76,0,38.9,81,0.16,1031,0,4,3
71,22.79,6,214,0,57.4,10,0.28,709,1,3,1
48,44.95,8,222,0,51.2,63,0.11,1305,1,8,2
79,33.49,11,153,0,12.2,94,0.25,1387,1,8,3
51,24.89,12,44,0,42.4,46,0.17,1401,1,2,2
24,89.84,11,351,0,7.8,97,0.76,484,0,9,4
53,53.64,7,20,0,17.1,2,0.33,681,1,3,0
35,22.69,14,80,0,78.8,20,0.51,1745,1,4,2
77,67.94,10,52,0,30.3,96,0.23,1789,1,6,0
55,138.31,10,156,0,8.9,3,0.27,660,2,9,3
76,93.19,11,146,0,71.9,36,0.12,1271,0,2,4
26,157.52,13,181,0,80.2,5,0.08,584,1,1,0
76,141.21,10,77,0,57.8,20,0.07,632,1,5,1
26,44.12,12,118,0,91.6,3,0.39,92,1,9,3
63,152.27,14,358,0,84.9,3,0.47,1130,0,7,4
25,112.74,14,342,0,55.3,70,0.3,278,1,3,1
68,75.26,16,104,0,73.7,88,0.33,1545,0,8,1
52,75.81,4,1,0,32.9,47,0.23,1668,0,7,4
35,213.76,6,114,0,63.6,37,0.16,1054,0,9,2
22,149.38,13,31,0,97.7,8,0.54,1787,1,9,4
31,62.17,13,357,0,80.0,80,0.0,1353,0,7,4
45,59.32,13,61,0,37.5,1,0.14,332,0,1,4
47,26.67,10,96,0,93.2,78,0.29,718,1,7,0
21,96.14,7,134,0,82.5,45,0.24,1313,1,6,2
56,100.23,11,97,0,3.7,74,0.51,707,1,4,3
37,202.34,11,214,0,74.6,10,0.11,394,1,7,1
42,107.84,13,83,0,97.6,86,0.47,1833,1,7,0
45,66.91,8,156,0,31.8,95,0.4,906,0,3,2
29,52.13,17,106,0,27.5,68,0.52,1816,1,4,4
19,119.69,12,356,0,64.0,43,0.24,664,2,5,0
60,214.83,14,130,0,11.0,87,0.15,255,1,7,0
31,31.33,12,21,0,67.5,41,0.24,398,2,7,1
39,115.31,8,83,1,22.7,12,0.25,1791,1,6,3
48,93.19,13,88,0,45.2,8,0.64,967,0,8,2
40,27.47,13,225,0,89.2,45,0.41,749,1,6,2
65,106.1,9,105,0,79.7,88,0.08,1544,1,7,2
37,53.23,7,348,0,10.8,1,0.13,1156,0,3,4
78,27.34,17,358,0,76.1,26,0.18,1391,1,6,4
55,71.2,8,100,0,41.2,86,0.06,104,0,3,0
72,17.39,11,295,0,99.4,89,0.29,203,0,4,3
21,124.67,10,147,0,30.0,31,0.34,127,0,3,1
32,32.27,8,229,0,47.1,56,0.43,16,0,1,1
41,204.8,11,86,0,34.1,98,0.21,1626,0,0,3
42,55.91,20,10,0,58.6,37,0.08,1484,1,4,2
18,69.18,5,135,0,26.6,75,0.12,394,0,0,3
24,48.71,12,92,0,91.3,4,0.68,1067,0,7,1
74,45.46,11,291,0,61.7,72,0.3,1456,1,7,4
48,108.38,7,152,0,94.3,44,0.22,1756,1,1,3
29,152.66,11,353,0,68.1,99,0.33,1409,0,9,0
59,176.36,9,95,0,18.6,89,0.04,87,1,0,4
22,93.19,10,61,0,1.5,95,0.71,154,1,6,0
61,194.48,12,360,0,40.8,49,0.4,1671,1,1,0
67,38.99,8,86,0,99.4,87,0.28,1735,0,4,3
59,124.7,5,210,0,87.7,40,0.2,1047,1,5,0
55,85.43,9,82,0,84.7,68,0.42,934,0,6,2
77,279.23,10,226,0,56.9,71,0.34,1824,0,3,3
29,157.03,13,11,0,9.5,10,0.38,713,1,7,1
56,93.54,11,358,0,1.5,70,0.32,601,0,4,2
35,39.98,14,152,0,83.9,95,0.36,1461,2,1,4
19,47.22,12,4,0,17.7,4,0.05,554,0,0,3
27,73.41,14,75,0,7.7,21,0.24,915,0,0,1
32,101.23,12,3,0,71.0,42,0.41,1680,1,2,1
47,93.99,13,82,0,0.1,84,0.13,1276,0,7,3
61,41.59,11,361,0,74.1,81,0.43,1245,1,6,2
75,38.4,15,34,0,19.2,6,0.1,510,1,3,1
